collection,task_ID,description,dtype,expression,name,scientific_field,support
SynEq,syneq_2848,Unbiased expression of complexity 11,float,x_0*x_1 - x_0 - x_0/x_1**2 + 2*sqrt(x_1) + log(x_1),syneq_3561,Others,"[[-998.989898989899, 992.010101010101], [7.101010101038616e-05, 1001.010101010101]]"
SynEq,syneq_2849,Unbiased expression of complexity 10,float,(-log(x_0) + log(log(x_0)))*(x_0*log(x_0) + exp(x_0) - 1),syneq_3562,Others,"[[1.0000000001010105, 22.346239680101046]]"
SynEq,syneq_2850,Unbiased expression of complexity 14,float,(x_0*exp(x_0)/x_1 - exp(x_0)/x_1)/((exp(x_0) + 1/x_0)*log(exp(x_0)/x_1)),syneq_3563,Others,"[[-998.989898989899, 702.2414110101009], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2851,Unbiased expression of complexity 5,float,x_0*x_1 + 1/(x_0*log(x_0)),syneq_3564,Others,"[[1.0000000007975132, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2852,Unbiased expression of complexity 7,float,(-sqrt(x_0) + x_0 + exp(x_0))*log(x_0),syneq_3565,Others,"[[1.010103861229041e-10, 21.898834730101054]]"
SynEq,syneq_2853,Unbiased expression of complexity 15,float,-x_0*x_1/(x_2*log(x_1)) - x_1*(-log(x_1) + log(x_1)/x_0) + 2*x_1 + log(x_1)/x_0,syneq_3566,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2854,Unbiased expression of complexity 4,float,4.88316*x_0/log(x_0) + 27.0413573755707,syneq_3567,Others,"[[1.0000000005275922, 503.25384591204454]]"
SynEq,syneq_2855,Unbiased expression of complexity 10,float,x_1**2*(x_0*log(-x_0) - x_0)/(x_0*log(-x_0)),syneq_3568,Others,"[[-1100.0, 0.0], [-1100.0, 900.0]]"
SynEq,syneq_2856,Unbiased expression of complexity 9,float,(x_0 - 0.928003686059622)*(-log(x_1) + 9.043 + (x_0*x_2 + log(x_1))/x_0),syneq_3569,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2857,Unbiased expression of complexity 5,float,-sqrt(x_0) - x_0 - 6.92278,syneq_357,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2858,Unbiased expression of complexity 14,float,x_0/x_2 - x_0*(sqrt(x_1) - x_2)/(x_1*x_2*sin(x_2)) - x_1 - (x_0 - x_1)/x_1,syneq_3570,Others,"[[-998.989898989899, 1001.010101010101], [1.8910101010386135e-05, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2859,Unbiased expression of complexity 14,float,(-x_1 + sqrt(x_2))*(x_2*(x_1 + x_2) + exp(-x_0 - x_1 + sqrt(x_2)))/(x_1 + x_2),syneq_3571,Others,"[[-10.08989898989899, 1001.010101010101], [-10.98989898989899, 1001.010101010101], [1.010103861229041e-10, 363.6634141201009]]"
SynEq,syneq_2860,Unbiased expression of complexity 8,float,log(x_0)*sin(x_0**(3/2))/(x_0*sin(x_0)),syneq_3572,Others,"[[707.3191313271118, 709.99993971099]]"
SynEq,syneq_2861,Unbiased expression of complexity 15,float,x_1*(-x_1*exp(x_2) + exp(2*x_2)/x_1)/(x_2*(x_0 + exp(x_2))*log(x_0 + exp(x_2))),syneq_3573,Others,"[[1.0101038612269234e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 29.815937030101033]]"
SynEq,syneq_2862,Unbiased expression of complexity 15,float,cos(exp(-x_0 + 2*x_1 + 2*x_2 + exp(x_1 + x_2)))/(x_0 - x_1 - x_2 - exp(x_1 + x_2)),syneq_3574,Others,"[[-753.3333202099998, 900.0], [-1100.0, 3.1200001099999994], [-1100.0, 3.3001011000000005]]"
SynEq,syneq_2863,Unbiased expression of complexity 15,float,(-x_0*(cos(x_0) - 2.49118)**2 + x_0 + log(1/x_1) + 2.49118)/(x_0*(x_0 + x_1)*(cos(x_0) - 2.49118)),syneq_3575,Others,"[[-998.989898989899, 1001.010101010101], [1.0101038611951596e-10, 1001.010101010101]]"
SynEq,syneq_2864,Unbiased expression of complexity 14,float,(x_0*x_1 + x_1)*exp(-x_0*x_1) + exp(x_0*x_1) + exp(x_0*x_1)/sqrt(x_0),syneq_3576,Others,"[[1.010103861229041e-10, 11.216421020101006], [-1.7798989898989903, 2.0306231101010113]]"
SynEq,syneq_2865,Unbiased expression of complexity 12,float,sqrt(x_0)*cos(x_0)/((sin(x_0) + cos(x_0))*sin(sqrt(x_0))),syneq_3577,Others,"[[58.215662505814834, 58.90486225480615]]"
SynEq,syneq_2866,Unbiased expression of complexity 7,float,x_0*sqrt(x_2)/(x_1*(-x_1 - 0.21337)),syneq_3578,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2867,Unbiased expression of complexity 13,float,-x_0 + x_1 - 2*sqrt(x_2) - x_2 + 1/(x_0 - x_1 + 2*sqrt(x_2)),syneq_3579,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2868,Unbiased expression of complexity 5,float,sqrt(x_0) + 2*x_0 + 1,syneq_358,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2869,Unbiased expression of complexity 9,float,0.00263279000872287/((sin(x_0) + 5.93971)*(x_0 - log(x_0) + (x_0 + x_1)/x_0)),syneq_3580,Others,"[[7.085571027832657, 1001.010101010101], [831.829560906155, 831.8315620734523]]"
SynEq,syneq_2870,Unbiased expression of complexity 6,float,x_0 + x_1*log(x_2) + x_1 + log(x_2),syneq_3581,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2871,Unbiased expression of complexity 9,float,x_0**2*(2*x_0 - x_1) - log(x_0) - log(x_0)/x_0,syneq_3582,Others,"[[1.010101038612291e-08, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2872,Unbiased expression of complexity 14,float,-0.16140252336705*x_0*(x_0 + x_1 + 7.19569*x_2 + sqrt(x_1*x_2) + sin(sqrt(x_1))),syneq_3583,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2873,Unbiased expression of complexity 13,float,exp(x_0) - (2*sqrt(x_0) - 2*x_0 + 2*(2*x_0 + 2*x_1)/x_1)/x_0,syneq_3584,Others,"[[1.010101038612291e-08, 23.025850920101036], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2874,Unbiased expression of complexity 5,float,-2*sqrt(x_0)/3,syneq_3585,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2875,Unbiased expression of complexity 5,float,-4.9944*cos(x_1)/log(x_0),syneq_3586,Others,"[[1.0000000002888783, 511.87155404819066], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2876,Unbiased expression of complexity 6,float,log(x_2) - exp(-3.02371*x_0)/x_1,syneq_3587,Others,"[[-7.198676619898984, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2877,Unbiased expression of complexity 14,float,x_0 + sqrt(x_1) + x_1*x_2*(-x_0 + sin(x_1*x_2)/x_2) - sin(x_1*x_2)/x_2,syneq_3588,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2878,Unbiased expression of complexity 7,float,x_1*(log(x_0)*log(x_1) - log(x_0))/x_2,syneq_3589,Others,"[[1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2879,Unbiased expression of complexity 13,float,x_0 + log(x_0) + (log(x_0) + log(log(x_0)))/(x_1*(-2*x_0 + sqrt(x_1))),syneq_359,Others,"[[1.0000000001010105, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2880,Unbiased expression of complexity 15,float,-x_0*(sqrt(x_0)*(x_0 + x_1) + sqrt(x_0) - x_1)/(-sqrt(x_0) + x_0 + x_1),syneq_3590,Others,"[[1.010103861229041e-10, 992.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2881,Unbiased expression of complexity 14,float,cos(x_0)/((cos(x_0)**2/x_0 - cos(x_0)/x_0)*cos(sqrt(x_0) + cos(x_0))),syneq_3591,Others,"[[319.611153289354, 319.8341821513483]]"
SynEq,syneq_2882,Unbiased expression of complexity 8,float,-3.21084*x_1/(x_0**3*(sqrt(x_1) - x_2)),syneq_3592,Others,"[[-919.990899999899, 1001.010101010101], [1.010103861229041e-10, 992.010101010101], [-989.089898989899, 974.010101010101]]"
SynEq,syneq_2883,Unbiased expression of complexity 11,float,log(sin(x_1)) + sin(x_1)/x_0 - x_1*sin(x_1)**2/x_0**2,syneq_3593,Others,"[[-1100.0, 900.0], [-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_2884,Unbiased expression of complexity 11,float,-x_0*sqrt(x_1) + x_0*x_1 + x_1 + (x_0*x_1 + x_1)/(x_1 + x_2),syneq_3594,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2885,Unbiased expression of complexity 11,float,(x_0 + 1/sqrt(x_0))/(sqrt(x_0) + (-82.6684645284 + 82.6684645284/x_0)/x_0),syneq_3595,Others,"[[18.965811477695297, 1001.010101010101]]"
SynEq,syneq_2886,Unbiased expression of complexity 6,float,x_0*(-x_0*sqrt(x_1) + sin(x_1)),syneq_3596,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2887,Unbiased expression of complexity 6,float,(-9.87993/x_1 + sqrt(x_1)/x_0)/x_0,syneq_3597,Others,"[[-998.989898989899, 1001.010101010101], [1.010101038612291e-08, 992.010101010101]]"
SynEq,syneq_2888,Unbiased expression of complexity 4,float,x_0*(sqrt(x_0) - x_0),syneq_3598,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2889,Unbiased expression of complexity 7,float,-x_0 + x_1 + 3.31591 + log(-x_1 - 3.31591)/x_2,syneq_3599,Others,"[[-1100.0, 900.0], [-1100.0, -3.315910000000001], [-1100.0, 900.0]]"
SynEq,syneq_2890,Unbiased expression of complexity 8,float,sqrt(x_0)*sin(x_1)/(x_1*cos(x_1)**2),syneq_36,Others,"[[1.010103861229041e-10, 974.010101010101], [-989.989898989899, 992.010101010101]]"
SynEq,syneq_2891,Unbiased expression of complexity 13,float,exp(x_0**(3/2))/x_0**3 + exp(2*x_0**(3/2))/x_0**(3/2),syneq_360,Others,"[[0.00046417010101038546, 5.468258950101012]]"
SynEq,syneq_2892,Unbiased expression of complexity 13,float,(-2.05716*x_0*exp(sqrt(x_0)) + 1.05716*x_0)/(sqrt(x_0) + 2.1747472656*x_0**2),syneq_3600,Others,"[[1.010103861229041e-10, 892.5421010101011]]"
SynEq,syneq_2893,Unbiased expression of complexity 9,float,sqrt(x_0)*(x_1 + cos(x_1))/(cos(x_0)*cos(x_1)),syneq_3601,Others,"[[1.010103861229041e-10, 973.1101010101011], [-962.989898989899, 956.010101010101]]"
SynEq,syneq_2894,Unbiased expression of complexity 13,float,(0.774852359434699*sqrt(x_0) + 3.44153*x_1)/(-0.225147640565301*sqrt(x_0) - 0.225147640565301*sin(x_1)),syneq_3602,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2895,Unbiased expression of complexity 14,float,sqrt(x_0*sin(exp(x_0)/x_0))*exp(x_0/2) + (x_0 + log(x_0))*exp(x_0),syneq_3603,Others,"[[0.6493903231414857, 0.7130085634979311]]"
SynEq,syneq_2896,Unbiased expression of complexity 9,float,x_0**3*(log(log(log(x_0))) + x_1/x_0**2)/x_1,syneq_3604,Others,"[[2.7182818303030314, 871.6303030303031], [-996.969696969697, 1003.030303030303]]"
SynEq,syneq_2897,Unbiased expression of complexity 5,float,cos(1/x_0)/log(1/x_0),syneq_3605,Others,"[[1.0000000001778773, 193.18654463877556]]"
SynEq,syneq_2898,Unbiased expression of complexity 9,float,(-9.94208*x_0 - x_1 + log(x_1))/(-9.94208*x_0 + log(x_1) + 9.94208),syneq_3606,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2899,Unbiased expression of complexity 5,float,sqrt(x_1)/cos(x_0*x_2),syneq_3607,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2900,Unbiased expression of complexity 12,float,-0.944294309281494 + (-sqrt(x_0)*x_1 + x_0)/(x_0 + exp(-sqrt(x_0)*x_1)),syneq_3608,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2901,Unbiased expression of complexity 5,float,x_0**2*log(1/x_0)/x_1,syneq_3609,Others,"[[1.010103861229041e-10, 992.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2902,Unbiased expression of complexity 10,float,(sin(x_0) + 1)*(-x_0 + sqrt(sin(x_0)) + sin(x_0) + 1),syneq_361,Others,"[[-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_2903,Unbiased expression of complexity 5,float,1/((-x_0 - 3.52299)*log(x_0)),syneq_3610,Others,"[[1.0000000005748433, 26.305055367076925]]"
SynEq,syneq_2904,Unbiased expression of complexity 11,float,(sqrt(x_0) - x_0**2*cos(x_0**(-2)))/sqrt(x_0),syneq_3611,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2905,Unbiased expression of complexity 4,float,0.0928226604812102*x_0/sqrt(x_1),syneq_3612,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2906,Unbiased expression of complexity 14,float,(-sqrt(x_0) + cos(x_1))*(x_0**(3/2) + 0.446795582085284*sqrt(x_0) + 1/cos(x_1)),syneq_3613,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2907,Unbiased expression of complexity 5,float,(-log(x_1) + x_2/x_1)/sin(x_0),syneq_3614,Others,"[[-998.989898989899, 1001.010101010101], [1.0101010103861233e-06, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2908,Unbiased expression of complexity 9,float,-x_0 + 2*x_1 + 2*log(sqrt(x_0)) + sin(x_1),syneq_3615,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2909,Unbiased expression of complexity 8,float,x_0*(exp(x_1) + log(sin(sin(x_1))))/sin(x_1),syneq_3616,Others,"[[-1091.0, 900.0], [-100.53096431, -97.38937280000003]]"
SynEq,syneq_2910,Unbiased expression of complexity 14,float,x_1*(log(x_1)/(-x_1 + sin(x_2)) + x_2/x_1)*log(x_1)/(x_0*x_2*(-x_1 + sin(x_2))),syneq_3617,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2911,Unbiased expression of complexity 7,float,sqrt(x_0) - cos(1/sqrt(x_0)),syneq_3618,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2912,Unbiased expression of complexity 6,float,-0.104260207938194*x_0*(sqrt(x_0) + 1),syneq_3619,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2913,Unbiased expression of complexity 6,float,(x_0/x_1 - sqrt(x_1) - 1.58148837826772)/x_0,syneq_362,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2914,Unbiased expression of complexity 4,float,log(x_1*(x_0 + x_2 + 5.35517)),syneq_3620,Others,"[[-1100.0, 2.52311002], [-1100.0, 0.0], [-1100.0, -7.457378670000003]]"
SynEq,syneq_2915,Unbiased expression of complexity 15,float,(sqrt(x_0) + exp(x_1) + 1/x_0)*(sqrt(x_0) + exp(x_1) - log(x_1) + 1/x_0),syneq_3621,Others,"[[7.101010101038616e-05, 983.010101010101], [1.010103861229041e-10, 11.512748730100997]]"
SynEq,syneq_2916,Unbiased expression of complexity 5,float,exp(x_0) - log(x_0) - 1/x_0,syneq_3622,Others,"[[1.010103861229041e-10, 23.025850930101036]]"
SynEq,syneq_2917,Unbiased expression of complexity 4,float,x_0 - x_1 + 3*log(x_2),syneq_3623,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2918,Unbiased expression of complexity 11,float,cos(x_0*x_1 + x_0 + 5.54466)/(-2*x_0*x_1 - x_0 + log(x_1) - 5.54466),syneq_3624,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2919,Unbiased expression of complexity 12,float,-x_0/x_1 + x_1 + log((-x_0/x_1 + 1/x_2)*(-x_0/x_1 + x_1 + 1/x_2)),syneq_3625,Others,"[[-1082.0, 0.00010000000000000003], [-1073.0, 37.667630020000004], [-1100.0, 0.004000000000000001]]"
SynEq,syneq_2920,Unbiased expression of complexity 15,float,x_0 + (x_0 + x_1*log(x_1)*log(x_2))*(x_0 + x_1*log(x_1)*log(x_2) + x_2 + 1/x_2),syneq_3626,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [6.001010103861229e-07, 1001.010101010101]]"
SynEq,syneq_2921,Unbiased expression of complexity 12,float,(x_1 + log(x_0) + 1/(x_0*x_1))/((x_1 + log(x_0))*log(x_0)) - 1/x_0,syneq_3627,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2922,Unbiased expression of complexity 11,float,2*x_1 + (-log(x_0) + cos(x_0))/cos(x_0) - log(x_0) + cos(x_0),syneq_3628,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2923,Unbiased expression of complexity 11,float,sqrt(x_0)*log(1/sqrt(x_0))**2/(x_1*(x_0 + x_1)),syneq_3629,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2924,Unbiased expression of complexity 11,float,(-x_1 + log(x_0))*(x_1 - x_2 - log(x_0) + 1.24185223374484/log(x_0))/log(x_0),syneq_363,Others,"[[1.010103861229041e-10, 1001.010101010101], [-980.989898989899, 992.010101010101], [-989.989898989899, 1001.010101010101]]"
SynEq,syneq_2925,Unbiased expression of complexity 13,float,(-x_0*(x_0 + log(x_0)) - x_0*(-x_0*(x_0 + log(x_0)) + x_0 + log(x_0)))/x_0,syneq_3630,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2926,Unbiased expression of complexity 4,float,x_1*(x_2 + log(cos(x_0))),syneq_3631,Others,"[[-102.10176124, -98.96016858999994], [-1100.0, 900.0], [-1100.0, 900.0]]"
SynEq,syneq_2927,Unbiased expression of complexity 6,float,-x_0*x_1 - x_0 - log(1/x_1),syneq_3632,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2928,Unbiased expression of complexity 4,float,cos(log(x_0))/cos(x_0),syneq_3633,Others,"[[396.10114869177204, 397.4114706788932]]"
SynEq,syneq_2929,Unbiased expression of complexity 9,float,x_0 + (-x_0 - log(x_0) + 1/sqrt(x_0))/log(x_0),syneq_3634,Others,"[[1.0000000005941843, 727.1200115896402]]"
SynEq,syneq_2930,Unbiased expression of complexity 4,float,log(x_0)/sqrt(x_0),syneq_3635,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2931,Unbiased expression of complexity 12,float,sqrt(x_0)/((-2*x_0 + x_0**(-2))*(8.24492*x_0 - 8.24492/x_0**2)),syneq_3636,Others,"[[1.0000000007361791, 291.04034997579964]]"
SynEq,syneq_2932,Unbiased expression of complexity 11,float,x_0*x_1*(x_0*sqrt(x_1)*x_2 + x_2/(x_0*sqrt(x_1))),syneq_3637,Others,"[[-170.191899999899, 171.01110202010102], [1.010103861229041e-10, 162.130113140101], [-175.63111898989894, 174.442322340101]]"
SynEq,syneq_2933,Unbiased expression of complexity 10,float,(-sqrt(x_0) - log(sin(x_0)) + sin(x_0))/log(sin(x_0)),syneq_3638,Others,"[[3.6312952644834695e-10, 1.0524007190520952]]"
SynEq,syneq_2934,Unbiased expression of complexity 13,float,(-3*x_0 - 2*x_1)/(sqrt(x_0)*(x_0 + (-x_0 - x_1)*(x_0 + x_1))),syneq_3639,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2935,Unbiased expression of complexity 15,float,(-x_0 - sqrt(x_1) - x_2)/(sqrt(x_1)*x_2*(-x_0 - sqrt(x_1)*x_2)),syneq_364,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_2936,Unbiased expression of complexity 12,float,x_0*(-x_0 - exp(log(x_0)/x_0) + log(x_0) - log(x_0)/x_0)/log(x_0),syneq_3640,Others,"[[1.000000000054854, 717.3840637038177]]"
SynEq,syneq_2937,Unbiased expression of complexity 6,float,6.49269*sqrt(x_0) - 6.49269*exp(x_0),syneq_3641,Others,"[[1.010103861229041e-10, 21.15517400010104]]"
SynEq,syneq_2938,Unbiased expression of complexity 6,float,cos(x_1)/(x_0*sqrt(x_0 + x_1)),syneq_3642,Others,"[[4.3291947804391384e-10, 1001.010101010101], [-8.924416761146858e-11, 1001.010101010101]]"
SynEq,syneq_2939,Unbiased expression of complexity 10,float,(x_0*(x_0 + cos(x_0))*cos(x_0) + sin(log(x_1)))/cos(x_0),syneq_3643,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2940,Unbiased expression of complexity 13,float,-0.614341180518012*x_0*x_1**2*(-x_1 + 1.62776/x_1**2)/(-sqrt(x_0) + 2.6496026176/x_1),syneq_3644,Others,"[[1.010103861229041e-10, 853.3311010101011], [-823.1099189898989, 823.1101010101011]]"
SynEq,syneq_2941,Unbiased expression of complexity 8,float,-0.114852626851855*x_0*(8.70681 - x_0) + log(-x_0*(8.70681 - x_0) + 2.95073041804906),syneq_3645,Others,"[[-1100.0, 0.0016561010334044113]]"
SynEq,syneq_2942,Unbiased expression of complexity 7,float,(sqrt(x_1) + x_1)*(exp(x_0) + exp(x_2)),syneq_3646,Others,"[[-881.989898989899, 18.01010101010101], [1.010103861229041e-10, 163.334414230101], [-917.089898989899, 18.01010101010101]]"
SynEq,syneq_2943,Unbiased expression of complexity 4,float,x_0**(3/2)*exp(-x_0),syneq_3647,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_2944,Unbiased expression of complexity 8,float,x_0 + 1/(sqrt(-x_0)*log(-x_0)),syneq_3648,Others,"[[-1100.0, -1.0000000009448513]]"
SynEq,syneq_2945,Unbiased expression of complexity 4,float,x_0 + x_0/x_1 + log(x_2),syneq_3649,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
